post,date,artist,song_name,korean_name,director,video,type,release
,2012-08-06,4Minute,Love Tension,러브텐션,ZANYBROS,Youtube,Girl,Japanese
,2012-08-03,Teen Top,Be Ma Girl,나랑 사귈래?,,Youtube,Boy,Major
,2012-08-01,D-Unit,I'm Missin' You,아임 미싱 유,,Youtube,Girl,Major
,2012-07-31,CNBLUE,Friday (T.G.I Friday's Brand Song),,,Youtube,Boy,CF
,2012-07-30,AOA,Elvis,엘비스,,Youtube,Girl,Major
,2012-07-25,"Fiestar, IU",Sea of Moonlight,달빛바다,,Youtube,Girl,Major
,2012-07-24,A-PRINCE,You're The Only One,너 하나만 생각해,,Youtube,Boy,Major
,2012-07-23,Crayon Pop,Bing Bing,빙빙,,Youtube,Girl,Major
,2012-07-21,Beast,Beautiful Night,아름다운 밤이야,ZANYBROS,Youtube,Boy,Major
,2012-07-21,Crayon Pop,Saturday Night,세러데이 나잇,,Youtube,Girl,Major
,2012-07-19,Glam,Party(XXO),파티(XXO),,Youtube,Girl,Major
,2012-07-18,B.A.P,NO MERCY,노 멀씨,ZANYBROS,Youtube,Boy,Major
,2012-07-18,C-Clown,Solo,솔로,,Youtube,Boy,Major
,2012-07-16,Brown Eyed Girls,One Summer Night,한 여름밤의 꿈,ZANYBROS,Youtube,Girl,Major
,2012-07-13,Tahiti,Tonight,투나잇,,Youtube,Girl,Major
,2012-07-11,BIGSTAR,Hot Boy,핫보이,,Youtube,Boy,Major
,2012-07-10,A-JAX,HOT GAME,핫게임,ZANYBROS,Youtube,Boy,Major
,2012-07-10,NU'EST,Action,액션,,Youtube,Boy,Major
,2012-07-09,December,Unfinished,,,Youtube,Boy,Major
,2012-07-09,Wonder Girls,Like Money ft. Akon,라이크 머니,Ethan Lander,Youtube,Girl,English
,2012-07-08,T-ara,Day by Day (Dance version),데이바이데이,Cha Euntaek,Youtube,Girl,Major
,2012-07-07,CROSS GENE,La-Di Da-Di,라디다디,,Youtube,Boy,Major
,2012-07-06,2NE1,I Love You,아이 러브 유,Seo Hyunseung,Youtube,Girl,Major
,2012-07-06,Myname,Summer Party,,,Youtube,Boy,Japanese
,2012-07-05,U-KISS,Dear My Friend,,,Youtube,Boy,Japanese
,2012-07-03,ZE:A,Aftermath,후유증,,Youtube,Boy,Major
,2012-07-02,T-ara,Day by Day (Drama version),데이바이데이,Cha Euntaek,Youtube,Girl,Major
,2012-06-27,SISTAR,Loving U,러빙유,,Youtube,Girl,Major
,2012-06-19,After School,Flashback,플래쉬백,,Youtube,Girl,Major
,2012-06-14,Girls' Generation,Paparazzi,파파라치,Toshiyuki Suzuki,Youtube,Girl,Japanese
,2012-06-14,Boyfriend,Love Style,러브스타일,,Youtube,Boy,Major
,2012-06-11,f(x),Electric Shock,일렉트릭 쇼크,,Youtube,Girl,Major
,2012-06-09,U-KISS,Believe,,,Youtube,Boy,Major
,2012-06-05,Dal Shabet,Mr. BangBang,미스터 뱅뱅,ZANYBROS,Youtube,Girl,Major
,2012-06-05,Girls' Generation-TTS,OMG (Oh My God),,,Youtube,Girl,Minor
,2012-06-05,2NE1,Be Mine,,,Youtube,Girl,CF
,2012-06-02,BIGBANG,Monster,몬스터,Han Samin,Youtube,Boy,Major
,2012-06-02,Wonder Girls,Like This,라이크디스,Jang Jaehyeok,Youtube,Girl,Major
,2012-05-31,A-JAX,ONE 4 U,원포유,,Youtube,Boy,Major
,2012-05-31,Myname,Hello & Goodbye,헬로앤굿바이,,Youtube,Boy,Major
,2012-05-30,Teen Top,To You,투 유,,Youtube,Boy,Major
,2012-05-29,M.I.B,Only Hard For Me,나만 힘들게,,Youtube,Boy,Major
,2012-05-29,LeeSsang,Pursuing The Happiness,행복을 찾아서,,Youtube,Boy,Minor
,2012-05-28,Sunny Hill,Do It,두잇,,Youtube,Co-ed,OST
,2012-05-27,As One,Day By Day 2012,,,Youtube,Girl,Major
,2012-05-24,Tritops,Love Addiction,금단현상,,Youtube,Boy,Major
,2012-05-24,LeeSsang,Someday,,,Youtube,Boy,Major
,2012-05-23,T-ara,Round and Round,빙글빙글,,Youtube,Girl,Major
,2012-05-23,B1A4,Baby Good Night,잘자요 굿나잇,,Youtube,Boy,Major
Post,2012-05-23,VIXX,Super Hero,슈퍼히어로,ZANYBROS,Youtube,Boy,Major
,2012-05-22,BtoB,Irresistible Lips,그 입술을 뺏었어,ZANYBROS,Youtube,Boy,Minor
,2012-05-22,FTISLAND,Stay,,,Youtube,Boy,Japanese
,2012-05-20,2PM,Only You,온리 유,,Youtube,Boy,Minor
,2012-05-19,JJ Project,Bounce,,,Youtube,Boy,Major
,2012-05-18,LeeSsang,Hard To Be Humble,겸손은 힘들어,,Youtube,Boy,Major
,2012-05-16,DMTN,E.R,이알,,Youtube,Boy,Major
,2012-05-15,C-Real,Sorry But I,쏘리 벗 아이,,Youtube,Girl,Major
,2012-05-15,Infinite,The Chaser,추격자,Soo A Whang (FPK),Youtube,Boy,Major
,2012-05-14,A-JAX,Never Let Go,너 밖에 몰라서,,Youtube,Boy,Major
,2012-05-14,Broken Valentine,Down,,,Youtube,Boy,Major
,2012-05-09,Apink,Hush,허쉬,ZANYBROS,Youtube,Girl,Major
,2012-05-09,Super Junior,Opera,오페라,,Youtube,Boy,Japanese
,2012-05-09,Mighty Mouth,Bad Boy,나쁜놈,,Youtube,Boy,Major
,2012-05-08,Hello Venus,Venus,비너스,Kim Hyejung,Youtube,Girl,Major
,2012-05-08,Block B,Action (RMX),액션,,Youtube,Boy,Minor
,2012-05-02,BtoB,Father,아버지,,Youtube,Boy,Minor
,2012-05-02,Gavy NJ,Don't Call Me,연락하지마,,Youtube,Girl,Major
,2012-05-01,Touch,Walk With Me,같이 걷자,,Youtube,Boy,Major
,2012-05-01,Stellar,UFO,유에프오,ZANYBROS,Youtube,Girl,Major
,2012-05-01,FTISLAND,Neverland,,,Youtube,Boy,Japanese
,2012-04-30,Girls' Generation-TTS,Twinkle,,,Youtube,Girl,Major
,2012-04-30,December,She's Gone,,,Youtube,Boy,Major
,2012-04-29,Block B,Close My Eyes,눈감아줄께,,Youtube,Boy,Minor
,2012-04-28,J.Y. Park,You're The One,너 뿐이야,,Youtube,Boy Solo,Major
,2012-04-26,B.A.P,POWER,파워,ZANYBROS,Youtube,Boy,Major
,2012-04-25,U-KISS,Dora Dora,돌아돌아,,Youtube,Boy,Major
,2012-04-19,Sunny Hill,Princess and Prince Charming,백마는 오고 있는가,,Youtube,Co-ed,Major
,2012-04-19,Noel,Fading Away,떠나간다,,Youtube,Boy,Major
,2012-04-18,5tion,Deep Slow,딥슬로우,,Youtube,Boy,Minor
Post,2012-04-17,Girl's Day,Oh! My God,오마이갓,METAOLOZ,Youtube,Girl,Major
,2012-04-16,Daybreak,Silly,,,Youtube,Boy,Major
,2012-04-12,Baechigi,Two Mari,두 마리,,Youtube,Boy,Major
,2012-04-11,SISTAR,Alone,나혼자,,Youtube,Girl,Major
,2012-04-10,Shinhwa,Venus,,,Youtube,Boy,Major
,2012-04-09,Nell,The Day Before,그리고 남겨진 것들,,Youtube,Boy,Major
,2012-04-08,4Minute,Volume Up,볼륨 업,ZANYBROS,Youtube,Girl,Major
,2012-04-07,EXO,MAMA,마마,,Youtube,Boy,Major
,2012-04-04,M.I.B,Celebrate,,,Youtube,Boy,Minor
,2012-04-03,Urban Zakapa,Beautiful Day,,,Youtube,Co-ed,Major
,2012-04-03,Girls' Generation,Time Machine,,,Youtube,Girl,Japanese
,2012-04-02,ZE:A,Bad Sad Talk,이별드립,,Youtube,Boy,Minor
,2012-03-28,Spica,Painkiller,페인킬러,,Youtube,Girl,Major
,2012-03-27,Tritops,I'm A Bad Guy,나는 나쁜 놈 입니다,,Youtube,Boy,Major
,2012-03-25,CNBLUE,Hey You,헤이 유,,Youtube,Boy,Major
,2012-03-22,SHINee,Sherlock (Clue+Note),셜록,Cho Soohyun,Youtube,Boy,Major
,2012-03-21,BtoB,Insane,비밀,ZANYBROS,Youtube,Boy,Major
,2012-03-21,5tion,Papillon,빠삐용,,Youtube,Boy,Major
,2012-03-18,Rainbow,Gonna Gonna Go!,ガナガナGO!,,Youtube,Girl,Japanese
,2012-03-15,CNBLUE,Still in Love,아직 사랑한다,,Youtube,Boy,Major
,2012-03-14,NU'EST,Face,페이스,,Youtube,Boy,Major
,2012-03-13,B1A4,Baby I'm Sorry,베이비 아임 쏘리,,Youtube,Boy,Major
,2012-03-11,2AM,I Wonder If You Hurt Like Me,너도 나처럼,ZANYBROS,Youtube,Boy,Major
,2012-03-08,EXO,History,히스토리,,Youtube,Boy,Major
,2012-03-07,9MUSES,Ticket,티켓,ZANYBROS,Youtube,Girl,Major
,2012-03-06,C-Real,Joma Joma,조마 조마,,Youtube,Girl,Major
,2012-03-06,December,With This Song,이 노랠 빌려서,,Youtube,Boy,Major
,2012-03-06,BIGBANG,Fantastic Baby,판타스틱 베이비,Seo Hyunseung,Youtube,Boy,Major
,2012-03-05,KARA,Girls Power,ガールズ　パワー,,Youtube,Girl,Japanese
,2012-03-05,KARA,Speed Up,スピード　アップ,,Youtube,Girl,Japanese
,2012-03-05,2NE1,Scream,,Mari Kim,Youtube,Girl,Japanese
,2012-03-01,B.A.P,Secret Love,비밀연애,,Youtube,Boy,Minor
,2012-02-28,BIGBANG,Bad Boy,배드 보이,Han Samin,Youtube,Boy,Major
,2012-02-23,U-KISS,For Kiss Me,평생,,Youtube,Boy,Major
,2012-02-22,Brave Girls,Nowadays You,요즘 너,,Youtube,Girl,Major
,2012-02-21,BIGBANG,Blue,블루,Han Samin,Youtube,Boy,Major
,2012-02-20,Orange Caramel,Bangkok City,방콕시티,,Youtube,Girl,Major
,2012-02-19,miss A,Touch,터치,,Youtube,Girl,Major
,2012-02-16,U-KISS,A Shared Dream,,,Youtube,Boy,Japanese
,2012-02-15,EXID,Whoz That Girl,후즈 댓 걸,,Youtube,Girl,Major
,2012-02-14,Beast,Mystery,미스테리,,Youtube,Boy,Minor
,2012-02-14,GP Basic,Ride the Edge,Edge 타,,Youtube,Girl,Major
,2012-02-12,5tion,Let's Get Married,우리 결혼까지 하자,,Youtube,Boy,Major
,2012-02-08,Chocolat,One More Day,하루만 더,,Youtube,Girl,Major
,2012-02-08,Spica,Russian Roulette,러시안룰렛,,Youtube,Girl,Major
,2012-02-06,Davichi,Will Think Of You,생각날거야,,Youtube,Girl,Major
,2012-02-01,Block B,NalinA,난리나,,Youtube,Boy,Major
,2012-01-30,FTISLAND,Severely,지독하게,,Youtube,Boy,Major
,2012-01-29,CNBLUE,Where You Are,,,Youtube,Boy,Japanese
,2012-01-29,EXO,What Is Love,사랑은 무엇인가,,Youtube,Boy,Minor
,2012-01-26,Dal Shabet,Hit U,히트 유,ZANYBROS,Youtube,Girl,Major
,2012-01-25,B.A.P,WARRIOR,워리어,ZANYBROS,Youtube,Boy,Major
,2012-01-18,Song Jieun,It's Cold,추워요,,Youtube,Girl Solo,OST
,2012-01-12,Sunny Hill,The Grasshopper Song,베짱이 찬가,,Youtube,Co-ed,Major
,2012-01-11,Rainbow Pixie,Hoi Hoi,호이호이,,Youtube,Girl,Major
,2012-01-11,T-ara,Lovey Dovey (Zombie version),러비더비,Cha Euntaek,Youtube,Girl,Major
,2012-01-11,Wonder Girls,The DJ Is Mine,더 디제이 이즈 마인,Ethan Lander,Youtube,Girl,English
,2012-01-10,9MUSES,News,뉴스,Saem & Serin,Youtube,Girl,Major
,2012-01-09,Spica,Doggedly,독하게,,Youtube,Girl,Major
,2012-01-09,MBLAQ,This Is War,전쟁이야,,Youtube,Boy,Major
,2012-01-09,Broken Valentine,No Name,,,Youtube,Boy,Major
,2012-01-07,JYJ,Get Out,,,Youtube,Boy,Major
,2012-01-05,JYJ,In Heaven,,,Youtube,Boy,Major
,2012-01-04,Teen Top,Crazy,미치겠어,,Youtube,Boy,Major
,2012-01-03,Dynamic Duo,Without You,거기서거기,,Youtube,Boy,Major
,2012-01-01,T-ara,Lovey Dovey (Drama version),러비더비,Cha Euntaek,Youtube,Girl,Major
,2011-12-30,Koyote,Repeat the same words,했던 말 또 하고,,Youtube,Co-ed,Major
,2011-12-21,"T-ara, Davichi",We Were In Love,우리 사랑했잖아,,Youtube,Girl,Major
,2011-12-18,Super Junior-D&E,"Oppa, Oppa",떴다 오빠,,Youtube,Boy,
,2011-12-14,Orange Caramel,Funny Hunny,퍼니허니,,Youtube,Girl,Major
,2011-12-08,MBLAQ,White Forever,,,Youtube,Boy,Minor
,2011-12-07,Boyfriend,I'll Be There,내가 갈게,,Youtube,Boy,Major
,2011-12-05,Infinite,Lately (White Confession),하얀고백,Soo A Whang (FPK),Youtube,Boy,Minor
,2011-12-05,FTISLAND,Distance,,,Youtube,Boy,Japanese
,2011-11-30,Trouble Maker,Trouble Maker,,,Youtube,Co-ed,Major
,2011-11-29,After School,Tap Slap,,,Youtube,Girl,Japanese
,2011-11-24,ZE:A,Daily Daily,,,Youtube,Boy,Japanese
,2011-11-23,U-KISS,Tick Tack,,,Youtube,Boy,Japanese
,2011-11-22,Apink,My My,마이 마이,ZANYBROS,Youtube,Girl,Major
,2011-11-20,Rania,Pop Pop Pop,팝 팝 팝,,Youtube,Girl,Major
,2011-11-17,T-ara,Cry Cry,크라이 크라이,Cha Euntaek,Youtube,Girl,Major
,2011-11-14,4Minute,Ready Go,,ZANYBROS,Youtube,Girl,Japanese
,2011-11-11,Trax,Blind,창문,,Youtube,Boy,Major
,2011-11-08,T-ara,Cry Cry (Drama version),크라이 크라이,Cha Euntaek,Youtube,Girl,Major
,2011-11-07,Urban Zakapa,One Spring Day,봄을 그리다,,Youtube,Co-ed,Minor
,2011-11-05,Wonder Girls,Be My Baby,비마이베이비,Cho Soohyun,Youtube,Girl,Major
,2011-11-03,Brown Eyed Girls,Cleansing Cream,클렌징크림,,Youtube,Girl,Major
,2011-11-01,FTISLAND,Satisfaction,,,Youtube,Boy,Japanese
,2011-11-01,FTISLAND,Treasure,,,Youtube,Boy,Japanese
,2011-10-31,CNBLUE,In My Head,,,Youtube,Boy,Japanese
,2011-10-31,FTISLAND,Brand New Days,,,Youtube,Boy,Japanese
,2011-10-31,FTISLAND,May,ハルカ,,Youtube,Boy,Japanese
,2011-10-31,FTISLAND,Let It Go!,,,Youtube,Boy,Japanese
,2011-10-27,Myname,Message,메세지,,Youtube,Boy,Major
,2011-10-25,Noel,I Miss You,그리워 그리워,,Youtube,Boy,Major
,2011-10-24,M.I.B,G.D.M,지디엠,,Youtube,Boy,Minor
,2011-10-23,KARA,Winter Magic,ウィンターマジック,,Youtube,Girl,Japanese
,2011-10-22,FTISLAND,So Today...,,,Youtube,Boy,Japanese
,2011-10-21,BIGBANG,The North Face,노스페이스,,Youtube,Boy,CF
,2011-10-18,Girls' Generation,The Boys,더 보이즈,ZANYBROS,Youtube,Girl,Major
,2011-10-17,SECRET,Love is MOVE,사랑은 무브,ZANYBROS,Youtube,Girl,Major
,2011-10-12,Orange Caramel,Shanghai Romance,샹하이 로맨스,,Youtube,Girl,Major
,2011-10-11,C-Real,No No No No No,노노노노노,,Youtube,Girl,Major
,2011-10-10,FTISLAND,Like Birds,새들처럼,,Youtube,Boy,Major
,2011-10-05,N-Sonic,Super Boy,슈퍼 보이,,Youtube,Boy,Major
,2011-10-05,Boyfriend,Don't Touch My Girl,내 여자 손대지마,,Youtube,Boy,Major
,2011-09-28,Clover,A Guy Who I Know,아는 오빠,,Youtube,Co-ed,Major
,2011-09-26,Super Junior,A-Cha,아차,,Youtube,Boy,Major
,2011-09-25,Infinite,Paradise,파라다이스,Soo A Whang (FPK),Youtube,Boy,Major
,2011-09-22,Brown Eyed Girls,Sixth Sense,식스센스,FPK,Youtube,Girl,Major
,2011-09-21,Jewelry S,Forget It,됐지 뭐,,Youtube,Girl,Major
,2011-09-19,T-ara,LOG-IN,로그인,,Youtube,Girl,Minor
,2011-09-15,FTISLAND,Flower Rock,,,Youtube,Boy,Japanese
,2011-09-15,Brown Eyed Girls,Hotshot,핫샷,,Youtube,Girl,Major
,2011-09-05,Girl's Day,Don't Flirt,너 한눈 팔지마,METAOLOZ,Youtube,Girl,Major
,2011-09-05,KARA,Step,스텝,Joo Heesun,Youtube,Girl,Major
,2011-08-31,Stellar,Rocket Girl,로켓걸,ZANYBROS,Youtube,Girl,Major
,2011-08-31,U-KISS,Neverland,네버랜드,,Youtube,Boy,Major
,2011-08-29,ZE:A,Wait Yo!,왜요?,,Youtube,Boy,Minor
,2011-08-26,Davichi,Don't Say Goodbye,안녕이라고 말하지마,,Youtube,Girl,Major
,2011-08-26,Super Junior,Superman,슈퍼맨,,Youtube,Boy,Major
,2011-08-24,Super Junior-M,Perfection,태완미,,Youtube,Boy,Major
,2011-08-24,Nemesis,Ending Credit,엔딩 크레딧,,Youtube,Boy,Major
,2011-08-23,LeeSsang,Turned off the TV,TV를 껐네,,Youtube,Boy,Minor
,2011-08-18,9MUSES,Figaro,피가로,Park Jiho,Youtube,Girl,Minor
,2011-08-16,Chocolat,Syndrome,신드롬,,Youtube,Girl,Major
,2011-08-10,Dal Shabet,Bling Bling,블링블링,,Youtube,Girl,Major
,2011-08-10,December,Cry Out With My Heart,가슴으로 운다,,Youtube,Boy,Major
,2011-08-10,Girls' Generation,Bad Girl,,,Youtube,Girl,Japanese
,2011-08-08,SISTAR,So Cool,쏘 쿨,,Youtube,Girl,Major
,2011-08-04,Sunny Hill,Pray,기도,,Youtube,Co-ed,Major
,2011-08-03,Super Junior,Mr. Simple,미스터 심플,,Youtube,Boy,Major
,2011-08-02,T-ara,Roly Poly in Copacabana,롤리폴리 코파카바나,,Youtube,Girl,Major
,2011-07-28,Brave Girls,Easily,툭하면,,Youtube,Girl,Major
,2011-07-27,After School Red,Night into the sky,밤하늘에,,Youtube,Girl,Major
,2011-07-27,Teen Top,No More Perfume on You,향수 뿌리지마,,Youtube,Boy,Major
,2011-07-27,2NE1,Ugly,어글리,Han Samin,Youtube,Girl,Major
,2011-07-26,Blady,Crazy Day,미친날,,Youtube,Girl,Major
,2011-07-25,2PM,Hot,핫,,Youtube,Boy,Minor
,2011-07-20,Infinite,Be Mine,내꺼하자,Soo A Whang (FPK),Youtube,Boy,Major
,2011-07-20,2NE1,Hate You,헤이트유,Mari Kim,Youtube,Girl,Major
,2011-07-19,After School Blue,Wonder Boy,원더 보이,,Youtube,Girl,Major
,2011-07-19,2PM,Give It To Me,기브 잇 투미,,Youtube,Boy,Minor
,2011-07-17,Jewelry,Fool,바보야,,Youtube,Girl,Minor
,2011-07-17,miss A,Good-bye Baby,굿바이 베이비,Song Wooyoung,Youtube,Girl,Major
,2011-07-15,B1A4,Beautiful Target,뷰티풀 타겟,Joo Heesun,Youtube,Boy,Major
,2011-07-14,GP Basic,Jelly Pop,젤리 팝,,Youtube,Girl,Major
,2011-07-13,B1A4,Only Learned the Bad Things,못된 것만 배워서,,Youtube,Boy,Major
,2011-07-11,MBLAQ,Mona Lisa,모나리자,,Youtube,Boy,Major
,2011-07-08,The Grace - Dana&Sunday,One More Chance,나 좀 봐줘,,Youtube,Girl,Major
,2011-07-07,ZE:A,Watch Out,,,Youtube,Boy,Major
,2011-07-07,Girls' Generation,Way To Go,힘 내!,,Youtube,Girl,Minor
,2011-07-06,8eight,Covering Those Lips,그 입술을 막아본다,,Youtube,Co-ed,Major
,2011-06-30,AshGray,Fade In Out,,,Youtube,Boy,Minor
,2011-06-30,AshGray,12:30 AM,새벽열두시반,,Youtube,Boy,Major
,2011-06-29,T-ara,Roly Poly,롤리폴리,Cha Euntaek,Youtube,Girl,Major
,2011-06-29,Mighty Mouth,La La La,랄랄라,,Youtube,Boy,Major
,2011-06-27,2NE1,I Am The Best,내가 제일 잘 나가,Seo Hyunseung,Youtube,Girl,Major
,2011-06-22,Apink,It Girl (Remix ver.),잇 걸,ZANYBROS,Youtube,Girl,Minor
,2011-06-22,M&D,Close Ur Mouth,뭘봐,,Youtube,Boy,Major
,2011-06-22,Block B,Tell Them,가서 전해,,Youtube,Boy,Major
,2011-06-21,Rainbow,Sweet Dream,스윗 드림,,Youtube,Girl,Major
,2011-06-20,2PM,Hands Up,핸즈 업,,Youtube,Boy,Major
,2011-06-17,f(x),Hot Summer,핫 섬머,,Youtube,Girl,Major
,2011-06-15,KARA,GO GO Summer!,GO GO サマー!,,Youtube,Girl,Japanese
,2011-06-13,Apink,Wishlist,위시리스트,,Youtube,Girl,Minor
,2011-06-02,Girl's Day,Hug Me Once,한번만 안아줘,METAOLOZ,Youtube,Girl,Major
,2011-06-02,Sunny Hill,Midnight Circus,미드나잇 서커스,,Youtube,Co-ed,Major
,2011-06-01,SECRET,Starlight Moonlight,별빛달빛,ZANYBROS,Youtube,Girl,Major
,2011-05-25,Boyfriend,Boyfriend,보이프렌드,,Youtube,Boy,Major
,2011-05-23,Daybreak,Shall We Dance?,,,Youtube,Boy,Major
,2011-05-23,FTISLAND,Hello Hello,,,Youtube,Boy,Major
,2011-05-17,Urban Zakapa,My Love,그날에 우리,,Youtube,Co-ed,Major
,2011-05-17,After School,Play Ur Love,플레이 유얼 러브,,Youtube,Girl,Minor
,2011-05-16,Beast,Fiction,픽션,ZANYBROS,Youtube,Boy,Major
,2011-05-15,Jewelry,Pass,,,Youtube,Girl,Major
,2011-05-11,5Dolls,Blah Blah,이러쿵저러쿵,,Youtube,Girl,Major
,2011-05-11,2NE1,Lonely,론니,Han Samin,Youtube,Girl,Major
,2011-05-11,miss A,Love Alone,,,Youtube,Girl,Minor
,2011-05-05,Touch,Rockin' The Club,,,Youtube,Boy,Major
,2011-05-04,Untouchable,You You,,,Youtube,Boy,Major
,2011-05-02,SISTAR19,Ma Boy,마 보이,,Youtube,Girl,Major
,2011-04-29,After School,Let's Step Up,렛츠 스텝 업,,Youtube,Girl,Minor
,2011-04-28,After School,Shampoo,샴푸,,Youtube,Girl,Major
,2011-04-25,CNBLUE,Love Girl,러브 걸,,Youtube,Boy,Major
,2011-04-23,Girls' Generation,Mr.Taxi,미스터 택시,Hideaki Sunaga,Youtube,Girl,Japanese
,2011-04-21,Girl's Day,If You Give Your Heart To Me,너의 마음을 내게 준다면,,Youtube,Girl,OST
,2011-04-20,B1A4,O.K,오케이,Joo Heesun,Youtube,Boy,Major
,2011-04-18,Apink,I Don't Know,몰라요,ZANYBROS,Youtube,Girl,Major
,2011-04-18,f(x),Pinnochio (Danger),피노키오,,Youtube,Girl,Major
,2011-04-15,Super Junior-K.R.Y,Fly,,,Youtube,Boy,OST
,2011-04-13,Dal Shabet,Pink Rocket,핑크 로켓,,Youtube,Girl,Major
,2011-04-13,BIGBANG,Love Song,러브송,Han Samin,Youtube,Boy,Major
,2011-04-13,Block B,Freeze!,그대로 멈춰라!,Metaoloz,Youtube,Boy,Major
,2011-04-11,KARA,"Right now, ""Thank you""",今、贈りたい「ありがとう」,,Youtube,Girl,Japanese
,2011-04-08,Rainbow,To Me,내게로..,,Youtube,Girl,Major
,2011-04-07,Jewelry S,Date,데이트,,Youtube,Girl,Major
,2011-04-07,Brave Girls,Do You Know,아나요,,Youtube,Girl,Major
,2011-04-07,Brave Girls,So Sexy,쏘섹시,,Youtube,Girl,Minor
,2011-04-06,Rania,Dr Feel Good,닥터 필 굿,,Youtube,Girl,Major
,2011-04-04,4Minute,Mirror Mirror,거울아거울아,ZANYBROS,Youtube,Girl,Major
,2011-03-31,Clover,La Vida Loca,라 비다 로카,,Youtube,Co-ed,Major
,2011-03-30,U-KISS,0330,,,Youtube,Boy,Major
,2011-03-28,4Minute,Heart To Heart,하트 투 하트,ZANYBROS,Youtube,Girl,Major
,2011-03-21,LPG,Angry,앵그리,,Youtube,Girl,Major
,2011-03-19,CNBLUE,Intuition,직감,,Youtube,Boy,Major
,2011-03-18,F1rst,"I Love You, You Love Me",너 나 좋아해 나 너 좋아해,,Youtube,Co-ed,Major
,2011-03-18,SG Wannabe,Only,고작,,Youtube,Boy,Major
,2011-03-17,ZE:A,Here I Am,,,Youtube,Boy,Major
,2011-03-16,Infinite,Nothing's Over,낫씽즈 오버,Soo A Whang (FPK),Youtube,Boy,Major
Post,2011-03-15,Girl's Day,Twinkle Twinkle,반짝반짝,METAOLOZ,Youtube,Girl,Major
,2011-03-15,KARA,Roller coaster love,ジェットコースターラブ,,Youtube,Girl,Japanese
,2011-03-14,TVXQ!,Before U Go,이것만은 알고 가,,Youtube,Boy,Major
,2011-03-13,Teen Top,Angel,,,Youtube,Boy,Minor
,2011-03-02,Song Jieun,Going Crazy feat Bang Yongguk,미친거니,ZANYBROS,Youtube,Girl Solo,Major
,2011-03-01,Dal Shabet,Supa Dupa Diva,수파 두파 디바,Dari Cho (FPK),Youtube,Girl,Major
,2011-02-28,BIGBANG,Tonight,투나잇,,Youtube,Boy,Major
,2011-02-16,5Dolls,It's You,너 말이야,,Youtube,Girl,Major
,2011-02-16,5Dolls,Love Bite,입술자국,,Youtube,Girl,Major
,2011-02-15,Flower,You Are My Everything,,,Youtube,Boy,Major
,2011-02-14,DMTN,Lover Cop,,,Youtube,Boy,Major
,2011-02-14,DMTN,The Man Opposed,그남자는반대,,Youtube,Boy,Major
,2011-02-10,T-ara,Beautiful Girl feat. Electroboys,뷰티풀 걸,,Youtube,Girl,Minor
,2011-02-08,4Minute,Why,,ZANYBROS,Youtube,Girl,Japanese
,2011-01-31,GD&T.O.P,Baby Good Night,베이비굿나잇,,Youtube,Boy,Major
,2011-01-27,Jewelry,Back It Up,,,Youtube,Girl,Major
,2011-01-18,TVXQ!,How can I,믿기 싫은 이야기,,Youtube,Boy,Minor
,2011-01-18,Mighty Mouth,Tok Tok,톡톡,,Youtube,Boy,Major
,2011-01-18,Girls' Generation,Visual Dreams,비주얼 드림,,Youtube,Girl,CF
,2011-01-13,Teen Top,Supa Luv,수파 러브,,Youtube,Boy,Major
,2011-01-11,MBLAQ,Stay,스테이,,Youtube,Boy,Major
,2011-01-11,Girls' Generation,Beautiful Girls,뷰티풀 걸,,Youtube,Girl,Special
,2011-01-06,SECRET,Shy Boy,샤이보이,ZANYBROS,Youtube,Girl,Major
,2011-01-05,Infinite,Before The Dawn (BTD),비티디,Soo A Whang (FPK),Youtube,Boy,Major
,2011-01-04,TVXQ!,Keep Your Head Down,왜,,Youtube,Boy,Major
,2011-01-02,MBLAQ,Cry,크라이,,Youtube,Boy,Major
,2010-12-30,Untouchable,Only One,단 한사람,,Youtube,Boy,Major
,2010-12-19,TVXQ!,Athena,아테나,,Youtube,Boy,OST
,2010-12-10,After School,Love Love Love,러브러브러브,,Youtube,Girl,Special
,2010-12-09,AshGray,God,,,Youtube,Boy,Major
,2010-12-03,Brown Eyed Soul,If it is the same,똑같다면,,Youtube,Boy,Major
,2010-12-02,Untouchable,Make A Fuss,난리 브루스,,Youtube,Boy,Major
,2010-12-02,SISTAR,How Dare You,니까짓게,,Youtube,Girl,Major
,2010-12-02,2NE1,Don't Stop The Music,돈스탑더뮤직,,Youtube,Girl,CF
,2010-12-01,T-ara,yayaya,야야야,,Youtube,Girl,Major
,2010-12-01,T-ara,Why Are You Being Like This?,왜 이러니?,Lee Daejin,Youtube,Girl,Major
,2010-11-24,M.C The Max,I Love You,사랑합니다,,Youtube,Boy,Major
,2010-11-24,Gavy NJ,Pick Up The Phone,전화 좀 받어,,Youtube,Girl,Major
,2010-11-18,Untouchable,Jiggy Get Down,,,Youtube,Boy,Major
,2010-11-17,Orange Caramel,A-ing,아잉♡,,Youtube,Girl,Major
,2010-11-15,Beast,Beautiful,뷰티풀,ZANYBROS,Youtube,Boy,Major
,2010-11-10,V.O.S,You Flow From Me,네겐 내가 흘러서,,Youtube,Boy,Major
,2010-11-10,KARA,Jumping,점핑,,Youtube,Girl,Major
,2010-10-31,2NE1,It Hurts,아파,Kim Hyejeong,Youtube,Girl,Major
